NO.;DATE;PROUCTION;PANEN
626;2015-01-06;107.785;37.785
627;2015-01-07;118.905;38.801
628;2015-01-08;136.755;53.610
629;2015-01-09;118.640;43.112
630;2015-01-10;140.860;49.098
631;2015-01-12;155.250;36.790
632;2015-01-13;174.520;59.640
633;2015-01-14;156.490;50.725
634;2015-01-15;157.080;53.751
635;2015-01-16;162.110;55.690
636;2015-01-17;158.110;55.332
637;2015-01-19;149.410;50.398
638;2015-01-20;149.220;50.011
639;2015-01-21;137.650;58.045
640;2015-01-22;131.110;60.001
641;2015-01-23;100.790;42.950
642;2015-01-24;135.570;44.280
643;2015-01-26;125.600;39.388
644;2015-01-27;139.950;44.226
645;2015-01-28;146.730;42.048
646;2015-01-29;121.820;55.302
647;2015-01-30;170.220;56.119
648;2015-01-31;155.780;52.214
649;2015-02-02;139.650;49.660
650;2015-02-03;154.450;46.670
651;2015-02-04;131.440;45.370
652;2015-02-05;100.120;42.250
653;2015-02-06;96.490;37.700
654;2015-02-07;76.581;40.300
655;2015-02-09;153.209;48.490
656;2015-02-10;162.230;47.320
657;2015-02-11;154.600;45.630
658;2015-02-12;182.870;50.050
659;2015-02-13;179.940;46.930
660;2015-02-14;188.040;47.060
661;2015-02-16;169.600;41.210
662;2015-02-17;165.450;33.670
663;2015-02-18;153.640;30.420
664;2015-02-20;214.400;40.040
665;2015-02-21;181.500;38.870
666;2015-02-23;188.530;42.380
667;2015-02-24;189.220;48.620
668;2015-02-25;171.670;57.720
669;2015-02-26;212.870;43.160
670;2015-02-27;199.780;45.110
671;2015-02-28;151.890;42.120
672;2015-03-02;168.740;43.420
673;2015-03-03;174.770;47.580
674;2015-03-04;191.310;50.180
675;2015-03-05;151.320;46.930
676;2015-03-06;159.110;34.450
677;2015-03-07;107.780;35.230
678;2015-03-09;198.300;49.530
679;2015-03-10;237.060;47.580
680;2015-03-11;209.520;43.680
681;2015-03-12;189.360;44.850
682;2015-03-13;190.370;31.460
683;2015-03-14;157.420;26.780
684;2015-03-16;218.181;47.710
685;2015-03-17;182.328;50.440
686;2015-03-18;183.213;43.160
687;2015-03-19;182.891;48.230
688;2015-03-20;180.457;49.270
689;2015-03-23;197.010;56.680
690;2015-03-24;208.940;55.120
691;2015-03-25;198.420;55.510
692;2015-03-26;201.690;52.910
693;2015-03-27;191.190;45.500
694;2015-03-28;199.550;40.820
695;2015-03-29;97.280;7.150
696;2015-03-30;164.740;46.150
697;2015-03-31;141.190;39.260
698;2015-04-01;196.130;52.910
699;2015-04-02;195.210;55.120
700;2015-04-04;252.570;51.610
701;2015-04-06;264.310;45.890
702;2015-04-07;181.750;37.310
703;2015-04-08;170.900;37.180
704;2015-04-09;161.760;51.350
705;2015-04-10;204.670;34.190
706;2015-04-11;141.360;42.120
707;2015-04-13;122.200;36.140
708;2015-04-14;89.360;31.590
709;2015-04-15;168.100;38.350
710;2015-04-16;150.040;34.450
711;2015-04-17;180.320;45.630
712;2015-04-18;159.390;40.040
713;2015-04-19;94.880;7.280
714;2015-04-20;203.580;54.600
715;2015-04-21;200.190;49.010
716;2015-04-22;173.310;36.140
717;2015-04-23;156.710;32.240
718;2015-04-24;219.260;36.920
719;2015-04-25;165.940;36.660
720;2015-04-27;236.370;42.055
721;2015-04-28;189.960;38.285
722;2015-04-29;165.260;39.650
723;2015-04-30;138.020;35.750
724;2015-05-02;178.440;43.550
725;2015-05-04;178.060;43.940
726;2015-05-05;216.530;43.810
727;2015-05-06;240.780;23.270
728;2015-05-07;138.070;32.760
729;2015-05-08;220.310;43.810
730;2015-05-09;139.330;51.220
731;2015-05-11;250.610;46.930
732;2015-05-12;168.170;31.980
733;2015-05-13;166.590;34.840
734;2015-05-16;280.610;29.380
735;2015-05-17;86.740;7.280
736;2015-05-18;229.920;44.980
737;2015-05-19;194.000;49.140
738;2015-05-20;203.320;38.480
739;2015-05-21;200.690;44.200
740;2015-05-22;189.240;55.380
741;2015-05-23;107.370;41.990
742;2015-05-25;207.760;55.120
743;2015-05-26;214.240;58.500
744;2015-05-27;185.500;63.310
745;2015-05-28;162.390;59.670
746;2015-05-29;182.890;54.340
747;2015-05-30;117.270;57.070
748;2015-06-01;143.410;56.160
749;2015-06-03;152.700;59.410
750;2015-06-04;182.310;57.980
751;2015-06-05;159.100;58.630
752;2015-06-06;160.750;57.200
753;2015-06-08;136.420;31.330
754;2015-06-09;152.500;43.680
755;2015-06-10;180.560;41.860
756;2015-06-11;145.100;41.990
757;2015-06-12;152.360;37.830
758;2015-06-13;138.770;38.350
759;2015-06-15;215.440;43.680
760;2015-06-16;196.950;41.210
761;2015-06-17;180.160;40.560
762;2015-06-18;116.110;36.530
763;2015-06-19;193.250;39.260
764;2015-06-20;193.090;38.610
765;2015-06-21;217.900;14.430
766;2015-06-22;173.730;37.440
767;2015-06-23;182.000;44.330
768;2015-06-24;172.450;42.510
769;2015-06-25;186.630;48.490
770;2015-06-26;129.430;51.480
771;2015-06-27;140.490;59.800
772;2015-06-28;205.870;22.230
773;2015-06-29;115.600;55.380
774;2015-06-30;149.770;43.290
775;2015-07-01;156.840;42.640
776;2015-07-02;168.090;43.940
777;2015-07-03;194.030;42.770
778;2015-07-04;135.630;43.810
779;2015-07-05;209.770;20.410
780;2015-07-06;123.330;41.730
781;2015-07-07;197.220;43.810
782;2015-07-08;98.300;32.500
783;2015-07-09;170.400;40.300
784;2015-07-10;149.170;35.490
785;2015-07-11;172.820;44.590
786;2015-07-12;116.220;15.340
787;2015-07-13;140.410;35.750
788;2015-07-14;148.120;34.190
789;2015-07-15;138.330;27.300
790;2015-07-20;257.400;16.770
791;2015-07-21;186.540;33.150
792;2015-07-22;134.410;30.420
793;2015-07-23;193.540;35.360
794;2015-07-24;207.670;34.320
795;2015-07-25;250.170;31.460
796;2015-07-26;195.960;15.210
797;2015-07-27;197.200;31.070
798;2015-07-28;174.860;35.880
799;2015-07-29;181.210;32.500
800;2015-07-30;233.220;30.940
801;2015-07-31;209.440;34.320
802;2015-08-01;187.070;39.780
803;2015-08-02;201.260;14.170
804;2015-08-03;258.050;35.620
805;2015-08-04;164.490;31.590
806;2015-08-05;288.200;33.280
807;2015-08-06;272.290;35.360
808;2015-08-07;185.230;32.110
809;2015-08-08;161.620;31.590
810;2015-08-09;81.680;5.460
811;2015-08-10;228.790;30.680
812;2015-08-11;142.550;31.551
813;2015-08-12;218.470;38.870
814;2015-08-13;229.780;34.359
815;2015-08-14;274.440;36.270
816;2015-08-15;217.440;40.560
817;2015-08-16;357.020;14.300
818;2015-08-18;253.250;40.430
819;2015-08-19;223.090;47.580
820;2015-08-20;230.560;39.000
821;2015-08-21;227.520;30.940
822;2015-08-22;194.020;38.740
823;2015-08-23;201.120;13.260
824;2015-08-24;290.230;39.390
825;2015-08-25;287.570;39.390
826;2015-08-26;248.810;47.710
827;2015-08-27;231.200;49.140
828;2015-08-28;230.800;44.330
829;2015-08-29;238.520;45.890
830;2015-08-30;310.890;28.080
831;2015-08-31;140.400;49.530
832;2015-09-01;217.320;49.920
833;2015-09-02;176.920;54.860
834;2015-09-03;220.860;55.900
835;2015-09-04;188.110;50.960
836;2015-09-05;198.950;59.020
837;2015-09-07;250.010;59.670
838;2015-09-08;219.730;56.290
839;2015-09-09;166.560;47.450
840;2015-09-10;200.750;50.570
841;2015-09-11;221.400;52.780
842;2015-09-12;222.580;46.410
843;2015-09-13;219.330;13.780
844;2015-09-14;136.300;46.410
845;2015-09-15;218.360;50.180
846;2015-09-16;254.820;50.700
847;2015-09-17;213.460;51.740
848;2015-09-18;271.110;50.570
849;2015-09-19;245.200;38.090
850;2015-09-20;252.780;17.290
851;2015-09-21;145.900;52.650
852;2015-09-22;236.520;54.080
853;2015-09-23;223.120;54.470
854;2015-09-24;26.590;3.120
855;2015-09-25;231.480;54.600
856;2015-09-26;216.630;65.780
857;2015-09-27;283.060;30.680
858;2015-09-28;127.260;56.810
859;2015-09-29;211.250;67.990
860;2015-09-30;171.280;60.320
861;2015-10-01;184.570;55.770
862;2015-10-02;210.710;56.810
863;2015-10-03;175.270;45.370
864;2015-10-05;174.690;52.780
865;2015-10-06;193.550;55.770
866;2015-10-07;182.010;62.010
867;2015-10-08;165.860;55.510
868;2015-10-09;145.960;54.470
869;2015-10-10;130.610;57.330
870;2015-10-12;126.370;50.700
871;2015-10-13;168.000;53.690
872;2015-10-15;170.700;67.210
873;2015-10-16;152.970;69.810
874;2015-10-17;156.060;64.870
875;2015-10-19;154.160;62.400
876;2015-10-20;146.220;59.800
877;2015-10-21;137.820;62.920
878;2015-10-22;167.220;67.860
879;2015-10-23;150.200;63.050
880;2015-10-24;150.990;58.630
881;2015-10-26;168.830;56.940
882;2015-10-27;203.610;57.720
883;2015-10-28;115.510;44.980
884;2015-10-29;194.530;59.410
885;2015-10-30;186.070;54.080
886;2015-10-31;157.230;50.570
887;2015-11-02;255.770;53.300
888;2015-11-03;226.670;53.820
889;2015-11-04;184.210;55.770
890;2015-11-05;209.350;70.330
891;2015-11-06;212.570;57.980
892;2015-11-07;140.910;50.310
893;2015-11-09;160.690;56.290
894;2015-11-10;139.550;55.640
895;2015-11-11;153.980;64.350
896;2015-11-12;160.650;77.350
897;2015-11-13;148.920;71.370
898;2015-11-14;134.760;65.390
899;2015-11-16;149.340;68.120
900;2015-11-17;124.040;55.250
901;2015-11-18;151.160;61.230
902;2015-11-19;160.100;75.140
903;2015-11-20;148.360;62.660
904;2015-11-21;150.140;61.490
905;2015-11-23;152.510;68.120
906;2015-11-24;107.250;61.620
907;2015-11-25;119.310;62.400
908;2015-11-26;113.810;78.130
909;2015-11-27;111.560;66.040
910;2015-11-28;113.160;64.740
911;2015-11-30;114.780;60.450
912;2015-12-01;106.680;56.940
913;2015-12-02;121.310;60.580
914;2015-12-03;118.220;65.390
915;2015-12-04;128.200;67.470
916;2015-12-05;78.590;49.920
917;2015-12-07;145.510;70.330
918;2015-12-08;140.080;61.620
919;2015-12-10;142.950;63.440
920;2015-12-11;149.540;69.940
921;2015-12-12;167.480;66.300
922;2015-12-14;149.110;71.110
923;2015-12-15;218.170;64.480
924;2015-12-16;159.220;51.740
925;2015-12-17;137.390;62.790
926;2015-12-18;178.160;67.990
927;2015-12-19;147.790;69.550
928;2015-12-21;160.100;71.760
929;2015-12-22;165.110;70.070
930;2015-12-23;123.400;73.580
931;2015-12-26;123.200;60.320
932;2015-12-28;157.980;67.990
933;2015-12-29;162.250;69.550
934;2015-12-30;146.130;66.690
935;2015-12-31;94.900;54.340
936;2016-01-02;55.530;24.570
937;2016-01-04;175.160;56.940
938;2016-01-05;176.520;52.910
939;2016-01-06;136.130;59.280
940;2016-01-07;150.280;58.370
941;2016-01-08;153.600;54.340
942;2016-01-09;107.470;43.030
943;2016-01-11;171.190;59.800
944;2016-01-12;142.710;55.900
945;2016-01-13;102.310;49.920
946;2016-01-14;104.560;56.810
947;2016-01-15;93.740;66.170
948;2016-01-16;104.110;56.030
949;2016-01-18;83.830;49.920
950;2016-01-19;93.190;51.090
951;2016-01-20;116.970;54.600
952;2016-01-21;163.370;56.550
953;2016-01-22;160.670;54.080
954;2016-01-23;123.830;42.640
955;2016-01-25;138.390;55.640
956;2016-01-26;143.090;57.070
957;2016-01-27;115.460;48.750
958;2016-01-28;111.300;50.830
959;2016-01-29;144.870;51.220
960;2016-01-30;112.680;55.510
961;2016-02-01;129.330;58.500
962;2016-02-02;151.560;58.370
963;2016-02-03;112.390;46.540
964;2016-02-04;109.170;46.280
965;2016-02-05;108.910;56.290
966;2016-02-06;106.850;46.670
967;2016-02-09;173.070;66.040
968;2016-02-10;163.370;50.700
969;2016-02-11;175.700;57.200
970;2016-02-12;146.540;51.610
971;2016-02-13;144.270;51.480
972;2016-02-15;163.810;58.630
973;2016-02-16;125.550;40.820
974;2016-02-17;107.890;43.810
975;2016-02-18;151.740;53.950
976;2016-02-19;113.370;50.700
977;2016-02-20;134.070;55.900
978;2016-02-22;184.770;53.950
979;2016-02-23;133.220;46.410
980;2016-02-24;139.350;50.700
981;2016-02-25;131.650;51.220
982;2016-02-26;137.690;51.350
983;2016-02-27;110.130;48.100
984;2016-02-29;119.130;56.810
985;2016-03-01;129.860;65.520
986;2016-03-02;105.760;47.060
987;2016-03-03;109.130;46.930
988;2016-03-04;78.340;44.720
989;2016-03-05;85.290;42.510
990;2016-03-07;75.380;39.780
991;2016-03-08;105.810;43.810
992;2016-03-10;119.230;40.950
993;2016-03-11;130.700;54.860
994;2016-03-12;151.190;52.260
995;2016-03-14;134.270;47.580
996;2016-03-15;122.260;56.030
997;2016-03-16;123.800;48.750
998;2016-03-17;119.340;52.390
999;2016-03-18;137.860;48.620
1000;2016-03-19;133.440;52.260
1001;2016-03-21;127.590;49.530
1002;2016-03-22;96.110;53.690
1003;2016-03-23;111.760;48.620
1004;2016-03-24;113.180;58.110
1005;2016-03-26;106.320;49.530
1006;2016-03-28;153.760;59.410
1007;2016-03-29;172.170;54.990
1008;2016-03-30;180.320;50.960
1009;2016-03-31;143.270;45.760
1010;2016-04-01;146.940;47.970
1011;2016-04-02;130.120;50.960
1012;2016-04-04;149.460;57.720
1013;2016-04-05;115.810;55.900
1014;2016-04-06;128.730;59.020
1015;2016-04-07;107.510;50.050
1016;2016-04-08;107.690;50.700
1017;2016-04-09;91.820;52.260
1018;2016-04-11;111.070;55.250
1019;2016-04-12;104.290;49.920
1020;2016-04-13;132.890;60.710
1021;2016-04-14;119.000;62.920
1022;2016-04-15;105.260;54.340
1023;2016-04-16;109.910;54.470
1024;2016-04-18;101.040;44.720
1025;2016-04-19;109.000;53.430
1026;2016-04-20;94.040;50.440
1027;2016-04-21;87.130;52.520
1028;2016-04-22;96.740;48.880
1029;2016-04-23;151.200;54.990
1030;2016-04-25;135.040;52.130
1031;2016-04-26;125.290;47.580
1032;2016-04-27;155.040;59.800
1033;2016-04-28;134.580;56.420
1034;2016-04-29;95.970;54.080
1035;2016-04-30;86.480;46.020
1036;2016-05-02;101.350;56.030
1037;2016-05-03;109.830;54.730
1038;2016-05-04;115.460;64.870
1039;2016-05-07;95.340;49.140
1040;2016-05-09;114.080;52.390
1041;2016-05-10;116.680;50.960
1042;2016-05-11;129.680;53.300
1043;2016-05-12;138.450;56.420
1044;2016-05-13;133.670;52.260
1045;2016-05-14;138.480;54.730
1046;2016-05-16;181.850;58.890
1047;2016-05-17;153.550;56.940
1048;2016-05-18;137.180;55.900
1049;2016-05-19;110.770;51.480
1050;2016-05-20;101.150;55.640
1051;2016-05-21;98.690;53.300
1052;2016-05-23;119.300;56.940
1053;2016-05-24;111.920;56.940
1054;2016-05-25;114.580;61.880
1055;2016-05-26;113.340;54.860
1056;2016-05-27;115.560;56.420
1057;2016-05-28;134.080;63.440
1058;2016-05-30;110.480;62.790
1059;2016-05-31;95.220;59.020
1060;2016-06-01;94.650;51.480
1061;2016-06-02;85.000;45.500
1062;2016-06-03;86.320;51.870
1063;2016-06-04;64.710;51.610
1064;2016-06-06;80.040;57.200
1065;2016-06-07;95.040;65.650
1066;2016-06-08;93.680;63.440
1067;2016-06-09;103.520;67.990
1068;2016-06-10;74.580;44.720
1069;2016-06-11;112.440;64.740
1070;2016-06-13;110.240;57.590
1071;2016-06-14;126.820;58.240
1072;2016-06-15;116.350;59.150
1073;2016-06-16;130.410;47.840
1074;2016-06-17;118.750;54.730
1075;2016-06-18;158.460;58.370
1076;2016-06-20;189.100;67.470
1077;2016-06-21;145.730;61.100
1078;2016-06-22;139.120;65.130
1079;2016-06-23;131.000;56.940
1080;2016-06-24;119.410;62.790
1081;2016-06-25;118.420;62.270
1082;2016-06-27;128.440;62.270
1083;2016-06-28;99.210;56.810
1084;2016-06-29;95.940;52.650
1085;2016-06-30;97.630;63.830
1086;2016-07-01;89.830;65.260
1087;2016-07-02;107.680;72.150
1088;2016-07-04;71.100;43.940
1089;2016-07-09;107.430;59.540
1090;2016-07-11;169.930;67.470
1091;2016-07-12;152.960;68.380
1092;2016-07-13;170.520;68.250
1093;2016-07-14;171.840;60.320
1094;2016-07-15;122.130;40.560
1095;2016-07-16;157.170;53.820
1096;2016-07-17;85.340;19.760
1097;2016-07-18;136.690;50.440
1098;2016-07-19;159.880;59.800
1099;2016-07-20;105.930;41.210
1100;2016-07-21;131.570;43.030
1101;2016-07-22;182.280;55.250
1102;2016-07-23;165.870;43.290
1103;2016-07-25;224.210;61.100
1104;2016-07-26;117.890;26.520
1105;2016-07-27;193.030;50.570
1106;2016-07-28;190.330;47.580
1107;2016-07-29;168.390;67.730
1108;2016-07-30;147.040;68.510
1109;2016-08-01;161.280;58.500
1110;2016-08-02;154.520;61.230
1111;2016-08-03;178.610;61.100
1112;2016-08-04;170.670;66.560
1113;2016-08-05;130.530;62.400
1114;2016-08-06;127.390;57.850
1115;2016-08-07;42.770;12.350
1116;2016-08-08;136.130;61.750
1117;2016-08-09;149.290;61.490
1118;2016-08-10;138.930;65.390
1119;2016-08-11;101.950;52.650
1120;2016-08-12;119.730;58.370
1121;2016-08-13;129.300;50.830
1122;2016-08-15;177.090;60.060
1123;2016-08-16;162.320;56.030
1124;2016-08-18;151.360;57.070
1125;2016-08-19;170.020;57.460
1126;2016-08-20;179.870;54.600
1127;2016-08-22;211.830;45.500
1128;2016-08-23;212.510;53.820
1129;2016-08-24;232.540;46.280
1130;2016-08-25;236.650;50.830
1131;2016-08-26;208.980;47.320
1132;2016-08-27;223.070;49.140
1133;2016-08-29;238.150;43.420
1134;2016-08-30;224.110;47.710
1135;2016-08-31;179.580;39.260
1136;2016-09-01;239.670;35.490
1137;2016-09-02;251.350;36.920
1138;2016-09-03;264.650;35.620
1139;2016-09-04;159.720;19.630
1140;2016-09-05;236.470;29.250
1141;2016-09-06;270.670;36.790
1142;2016-09-07;223.380;29.900
1143;2016-09-08;261.880;28.535
1144;2016-09-09;279.280;34.515
1145;2016-09-10;209.940;31.330
1146;2016-09-11;222.610;23.920
1147;2016-09-12;22.700;2.860
1148;2016-09-13;225.970;27.625
1149;2016-09-14;256.930;29.575
1150;2016-09-15;247.360;35.555
1151;2016-09-16;220.670;37.895
1152;2016-09-17;242.710;37.050
1153;2016-09-18;358.210;28.470
1154;2016-09-19;246.210;34.645
1155;2016-09-20;297.730;35.490
1156;2016-09-21;279.540;30.290
1157;2016-09-22;289.400;29.250
1158;2016-09-23;315.690;29.640
1159;2016-09-24;269.710;30.420
1160;2016-09-25;336.590;19.630
1161;2016-09-26;265.670;28.210
1162;2016-09-27;282.280;30.680
1163;2016-09-28;286.720;30.550
1164;2016-09-29;318.700;38.870
1165;2016-09-30;237.790;39.780
1166;2016-10-01;110.830;20.670
1167;2016-10-02;366.950;32.370
1168;2016-10-03;291.840;34.840
1169;2016-10-04;311.160;41.600
1170;2016-10-05;299.020;42.640
1171;2016-10-06;302.010;41.340
1172;2016-10-07;253.330;36.270
1173;2016-10-08;240.840;33.800
1174;2016-10-09;79.000;5.590
1175;2016-10-10;282.540;37.180
1176;2016-10-11;273.080;37.180
1177;2016-10-12;287.750;44.850
1178;2016-10-13;265.270;51.480
1179;2016-10-14;281.850;48.750
1180;2016-10-15;286.990;42.770
1181;2016-10-16;351.610;30.160
1182;2016-10-17;266.650;40.300
1183;2016-10-18;306.730;40.040
1184;2016-10-19;279.590;40.170
1185;2016-10-20;282.800;46.410
1186;2016-10-21;291.880;43.420
1187;2016-10-22;282.230;45.110
1188;2016-10-23;410.520;38.090
1189;2016-10-24;259.270;42.770
1190;2016-10-25;269.310;51.090
1191;2016-10-26;324.290;56.810
1192;2016-10-27;277.070;59.150
1193;2016-10-28;262.460;57.720
1194;2016-10-29;178.420;46.410
1195;2016-10-30;301.780;22.750
1196;2016-10-31;137.550;41.730
1197;2016-11-01;258.440;46.930
1198;2016-11-02;249.940;47.580
1199;2016-11-03;314.550;47.320
1200;2016-11-04;285.660;43.290
1201;2016-11-05;275.660;49.140
1202;2016-11-06;94.210;6.240
1203;2016-11-07;230.960;30.160
1204;2016-11-08;283.110;41.730
1205;2016-11-09;232.860;37.050
1206;2016-11-10;255.600;27.690
1207;2016-11-11;279.900;44.200
1208;2016-11-12;267.150;51.610
1209;2016-11-13;436.260;46.800
1210;2016-11-14;265.640;47.320
1211;2016-11-15;286.160;51.220
1212;2016-11-16;281.340;57.590
1213;2016-11-17;205.600;42.380
1214;2016-11-18;282.100;53.950
1215;2016-11-19;204.260;48.620
1216;2016-11-20;208.830;16.640
1217;2016-11-21;226.360;46.150
1218;2016-11-22;248.090;47.840
1219;2016-11-23;245.850;50.700
1220;2016-11-24;249.060;57.850
1221;2016-11-25;263.520;58.110
1222;2016-11-26;217.790;50.960
1223;2016-11-27;242.820;24.180
1224;2016-11-28;175.240;38.480
1225;2016-11-29;237.320;49.790
1226;2016-11-30;147.550;46.670
1227;2016-12-01;265.940;43.160
1228;2016-12-02;304.110;46.930
1229;2016-12-03;204.390;51.480
1230;2016-12-04;249.070;20.800
1231;2016-12-05;246.010;52.130
1232;2016-12-06;255.340;56.810
1233;2016-12-07;218.000;58.240
1234;2016-12-08;178.860;49.530
1235;2016-12-09;220.630;50.180
1236;2016-12-10;191.490;45.370
1237;2016-12-12;285.460;33.410
1238;2016-12-13;240.970;55.510
1239;2016-12-14;243.570;62.530
1240;2016-12-15;270.090;63.830
1241;2016-12-16;264.630;60.320
1242;2016-12-17;210.810;53.950
1243;2016-12-18;237.720;23.790
1244;2016-12-19;132.430;41.210
1245;2016-12-20;232.950;51.480
1246;2016-12-21;257.470;53.820
1247;2016-12-22;196.130;54.600
1248;2016-12-23;237.400;52.130
1249;2016-12-24;235.070;57.720
1250;2016-12-25;35.000;4.420
1251;2016-12-26;172.210;41.860
1252;2016-12-27;241.590;53.690
1253;2016-12-28;167.550;43.680
1254;2016-12-29;209.240;62.790
1255;2016-12-30;177.560;47.970
1256;2016-12-31;151.080;27.170
